text,label
一方、中間選挙を睨んで、３月発表された安全保障脅威を事由とした輸入関税への大統領令発動は、原油価格の推移、北朝鮮情勢、イスラム勢力動向等での不確定要因も相まって、先行き不透な状況は変わっておりません。,1
8) 法人税等法人税は、前連結会計年度の４億44百万円に対し、84百万円減少し３億59百万円となりました。,0
"営業利益は、売上高の増加や合理化努力などにより17,013百万円と、前連結会計年度に比べ2,039百万円(13.",0
このように世界経済全体としては、より緩やかに回復しているものの、米中貿易摩擦や英国のEU離脱問題等、主要国の経済政策の不確実性が世界経済に大きな影響を与えている状況となっております。,1
 ①重要な会計方針及び見積り当社グループの連結財務諸表は、わが国において一般に公正妥当と認められる企業会計の基準に基づき作成しております。,0
 現在フラットパネル・有機ＥＬディスプレイ業界では、海外を中心に顧客の設備投資意欲が停滞しており、新型コロナウイルス感染症の影響もあり引き続き不確定要素が存在している状況となっております。,1
"イ．財政状態の分析 当連結会計年度における資産合計及び負債純資産合計は、以下の要因により、前連結会計年度末比1,842百万円増加の32,326百万円となりました。",0
 なお、当社の財務諸表で採用する重要な会計方針は、「第５ 経理の状況 １ 財務諸表等(1）財務諸表 注記事項 重要な会計方針」に記載しております。,0
当社グループは、事業活動に必要な資金を確保するため、内部資金を活用するほか、金融機関からの借入及び社債の発行等を行っております。,0
ただし、変異株の動向など不確実な要因もあり、感染再拡大による内外経済の下振れリスクや、金融資本市場の変動等の影響に留意する必要があります。,1
" （投資活動によるキャッシュ・フロー）投資活動の結果使用した資金は110,535千円（前年同期比14,787千円減）となりました。",0
しかしながら、米中貿易摩擦等による海外経済の不確実性により、依然として先行き不透明な状況が続いております。,1
さらに海外経済の不確実性や金融市場の変動に留意する必要があるなど、先行きは決して予断を許さない状況にあります。,1
"0％増）、営業利益4,044千円（前年同期は286,852千円の損失）、経常利益42,724千円（前年同期は286,820千円の損失）、親会社株主に帰属する当期純損失11,205千円（前年同期は347,722千円）となりました。",0
1  当連結会計年度におけるわが国経済は、設備投資の増加や雇用情勢の改善を背景に堅調に推移したものの、通商問題への懸念や海外経済の不確実性による影響もあって、先行き不透明な状況となっております。,1
ただし繰延税金資産の回収可能性に不確実性がある場合は、評価性引当額の計上を行い、将来実現する可能性が高いと考えられる金額を繰延税金資産として計上しております。,1
・当連結会計年度の与信関係費用与信関係費用は、前連結会計年度比19億47百万円増加し８億20百万円となりました。,0
２【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】文中の将来に関する事項は、当四半期連結会計期間の末日現在において判断したものであります。,0
なお、各収支合計は、国内が前連結会計年度比25億94百万円減少し875億80百万円、海外が前連結会計年度比1億22百万円増加し7億83百万円、国内及び海外の合計(相殺消去後)が前連結会計年度比24億72百万円減少し883億63百万円となりました。,0
２ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】 （１）財政状態及び経営成績の状況 ①経営成績の状況当第３四半期連結累計期間におけるわが国経済は、新型コロナウイルス感染症の感染拡大と、それに伴う自粛の影響により経済活動が抑制され、企業活動や個人消費等が低迷していることに加え、海外経済の不確実性や半導体の供給不足による経済活動への影響等、先行き不透明な状況が続いております。,1
今後は、より一層の経済回復が期待されますが、コロナ変異株の状況については不確実性が大きく、引き続き、注視が必要な状況です。,1
国内外の感染症の動向や通商問題を巡る海外経済の不確実性、金融資本市場の変動影響など、先行き不透明な状況が続いており、引き続き注視する必要があります。,1
 ①財政状態及び経営成績の状況当連結会計年度（2018年８月１日～2019年７月31日）におけるわが国経済は、世界各国の通商問題に関する動向による世界経済に影響を与える可能性や、中国経済の先行き、海外経済の動向と政策に関する不確実性等の懸念はあるものの、国内経済においては、雇用、所得環境の改善も続いており、緩やかではありますが回復基調は続いております。,1
３【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1）経営成績等の状況の概要 当連結会計年度におけるわが国経済は緩やかに拡大しているものの、海外経済における不確実性は高く、先行きへの不安も依然残っております。,1
LOWYAの商品を3Dモデル化し、実際に家具を配置した場合の空間をイメージすることで、他の商品とのバランスやサイズ、ディテールの確認等を可能にいたしました。,0
 （経営成績等の状況に関する分析・検討内容）経常収益は、国債等関係収益が増加したことなどにより前連結会計年度比16百万円増収の155億66百万円となりました。,0
 ３ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要① 経営成績の状況 当連結会計年度（2018年１月１日から2018年12月31日）におけるわが国経済は、政府の諸政策を背景に企業収益や雇用・所得環境が改善し緩やかな回復基調で推移したものの、米国の通商政策に伴う海外経済の不確実性や国際金融資本市場の変動など、先行き不透明な状況にあります。,1
" (2) 種類別販売（営業収益）の実績区分当連結会計年度（自 2018年４月１日至 2019年３月31日）前年同期比（％）中古自動車買取販売（百万円）5,70297.",0
ｂ．固定資産の減損 当社グループは、固定資産のうち減損の兆候のある資産又は資産グループについて、将来キャッシュ・フローを見積り、将来キャッシュ・フローが帳簿価額を下回った場合、帳簿価額を回収可能価額まで減額しております。,0
 ①財政状態及び経営成績の状況 当連結会計年度における世界経済は、欧米の政策動向の不確実性や金融資本市場の変動の影響が懸念されるものの、全体として緩やかな回復基調となりました。,1
この負債については、様々な税務当局との合意の時期の不確実性により、その解決時期を合理的に見積もることはできません。,1
 ④ 繰延税金資産の評価当社グループは、繰延税金資産のうち、回収可能性に不確実性があり、将来において回収が見込まれない金額を評価性引当額として設定しています。,1
 ①経営成績の状況当連結会計年度におけるわが国経済は、新型コロナウイルス感染症の影響により急速な悪化が続いており、通商問題の動向が世界経済に与える影響や、中国を始めアジア新興国等の経済動向、金融資本市場の変動に加え、米中貿易摩擦や米国政策運営の不透明感の継続など、世界経済の不確実性は高く、国内外の景気の先行きには留意する必要があります。,1
"28うち売現先勘定前連結会計年度―――――――当連結会計年度―――――――うち債券貸借取引受入担保金前連結会計年度―――――――当連結会計年度―――――――うちコマーシャル・ペーパー前連結会計年度―――――――当連結会計年度―――――――うち借用金前連結会計年度3,480―3,48010―100.",0
主な資金手当ての手段としましては、継続的な事業収益の計上による自己資金の積み上げによりますが、状況に応じて金融機関からの借入、社債の発行等も実施していきます。,0
 ①繰延税金資産当社連結グループは、繰延税金資産について定期的に回収可能性を検討し、当該資産の回収が不確実と考えられる部分に対して評価性引当額を計上しております。,1
 先行きについては、輸出がやや弱含みになっていることや企業収益の改善にもやや陰りが見え始めているものの、良好な雇用環境が消費の落ち込みを回避し、緩やかな回復が継続することが期待されています。,0
わが国経済は、企業収益は回復傾向にありますが、その一方で雇用・所得環境は弱く、個人消費は落ち込んでおり、感染症の動向については不確実性が増しています。,1
不動産では、平成30年３月に東京都中央区において賃貸用不動産物件を取得するなど、事業基盤を強化いたしました。,0
 (1) 財政状態及び経営成績の状況 ①経営成績の状況 当第３四半期連結累計期間におけるわが国の経済は、雇用・所得環境の改善を背景に緩やかな回復傾向が見られたものの、米中貿易摩擦の影響等による海外情勢の不確実性に加え、新型コロナウイルス感染症拡大により、内外経済の下振れリスクが高まり、景気の先行きは厳しい状況となりました。,1
また、海外においても新型コロナウイルス感染症拡大の影響が長期化しており、景気下振れリスク、政策動向による不確実性、金融市場の下振れリスクが、今後、さらにわが国へ与える影響も懸念されております。,1
0％減)、となりました、一方、米国子会社との移転価格に関する事前確認制度の申請に伴い、米国において不確実な税務ポジションに係る税務リスクが減少し、負債の取り崩しによる法人所得税費用の減少があり、当期利益は、54億５千２百万円(前年同期比10.,1
一方で海外部門につきましては、コロナ禍の影響が大きく、米国NYのロックダウン等により米国での売上がゼロとなり、また、投資先株式についてもコロナ禍による将来不確実性の高まりを踏まえ、財務健全性の観点から投資有価証券評価損を計上することといたしました。,1
 ②キャッシュ・フローの状況 当連結会計年度における連結ベースの現金及び現金同等物（以下「資金」という）は358百万円（前連結会計年度比15.,0
住宅資材事業では、当社製材工場「ウッド・ミル」で生産した震災復旧・復興の需要に対応できる宮城県産人工乾燥杉製材品「宮城の伊達な杉」、構造プレカット・羽柄プレカット・合板プレカット・サイディングプレカット（震災復興による職人不足に伴う賃金高騰問題を解決できる製品）等を営業戦略の柱として販売強化を実施しました。,0
  (セグメント別概況)① 運輸業鉄道事業において、安全性向上の取り組みとして、西鉄福岡（天神）駅におけるホームドア実証実験を開始しました。,0
世界の景気も緩やかに回復している一方で、中国を始めアジア新興国等の経済の先行き、政策に関する不確実性による影響、通商問題の動向、金融資本市場の変動の影響等について留意する必要がある状況となっております。,1
今後につきましても、事業拡大に伴い人件費や情報化投資の増加が見込まれることなどを考慮して、充分な流動性を維持していく考えであります。,0
３【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要① 経営成績の状況当事業年度におけるわが国経済は、企業収益の回復や雇用・所得環境の改善を受け、緩やかな回復基調で推移しましたが、海外経済の不確実性や金融資本市場の変動の影響などには留意が必要な状況となっております。,1
 ② 当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容[経営成績の分析]当連結会計年度における売上高は、事業所向け・家庭向けのオンライン・セキュリティシステムの契約が順調に増加したほか、監視カメラシステム、出入管理システムなどの拡販に伴う安全商品売上部門の増収により、前連結会計年度に比べ 450百万円(1.,0
 ロ．経営成績の状況当連結会計年度におけるわが国経済は、企業収益や雇用情勢、個人消費に改善の動きが見られ、景気は緩やかな回復が続きましたが、米国の政策運営や世界的な保護主義の台頭による先行き不透明感により、海外経済は不確実性が高まっております。,1
" 以上の結果、営業損益は、前連結会計年度 1,156億円の営業損失から、当連結会計年度は、868億円の営業利益となりました。",0
一方海外においては、米中貿易摩擦の長期化や中国経済の減速、欧州の政治不安などにより、海外経済の不確実性が高まり、景気の先行き不透明感が一層強まっております。,1
5（注）売上総利益、営業利益、経常利益及び親会社株主に帰属する当期純利益の下段に記載している数値は、それぞれ売上高に対する割合を示しております。,0
３ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(１)経営成績等の概要①経営成績の状況当事業年度におけるわが国経済は、政府や日銀による施策を背景に企業収益や雇用環境の改善など緩やかな景気回復の兆しはあるものの、米中貿易摩擦や英国のＥＵ離脱問題の長期化に伴う世界経済の下振れリスクによる景気動向の不確実性から、国内企業においても収益拡大に足踏みがみられ、依然として先行きが不透明な状況が続いております。,1
 (固定資産)当連結会計年度末における固定資産の残高は、前連結会計年度末に比べ３億６百万円（前年同期比1.,0
ワクチン接種の進捗等に伴い新型コロナウイルス感染症の影響が徐々に和らいでいくことが期待される一方で、感染力の強いデルタ株が世界的に拡大を見せており、不確実性がより強まっている状況と言えます。,1
" (1) 当連結会計年度の経営成績の分析① 売上高、営業利益当連結会計年度の売上高は6,003百万円となりました。",0
 (1) 経営成績当事業年度におけるわが国経済は、企業収益や雇用・所得環境の改善により、景気は緩やかな回復基調にあるものの、一方で米中貿易摩擦の懸念など、世界経済の先行きは不透明であり、個人の消費についても見通しは不確実な状況で推移いたしました。,1
"これは主に、未払金が109,082千円、未払法人税等が55,744千円、その他流動負債が82,545千円、それぞれ増加したこと、及び、借換え等により短期借入金が130,000千円増加するとともに1年内返済予定の長期借入金が108,189千円減少したことによるものであります。",0
２ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】 （１）財政状態及び経営成績の状況 ①経営成績の状況当第２四半期連結累計期間におけるわが国経済は、新型コロナウイルス感染症の感染拡大と、それに伴う自粛の影響により経済活動が抑制され、企業活動や個人消費等が急速に減少していることに加え、海外経済の不確実性や金融資本市場の変動等、先行き不透明な状況が続いております。,1
(C) 繰延税金資産当社グループは、繰延税金資産について、将来の税金負担額を軽減する効果を有するかどうかの回収可能性を吟味し、回収が不確実であると考えられる部分に対しては、評価性引当額を計上して繰延税金資産を減額しております。,1
「構造改革」として掲げた固定費削減、製造原価低減については、よりドラスティックに推し進めるとともに、既存業態の「成長・売上拡大」については、戦略の見直しを図ってまいります。,0
 経営成績当連結会計年度における小売業を取り巻く経済環境は、雇用情勢の改善を背景に実質所得が緩やかな回復基調で推移する一方、秋の天候不順や海外の地政学的リスクに伴う経済の不確実性が顕在化する中、個人消費は依然として先行き不透明な状況が続いております。,1
1 (2)経営者の視点による経営成績等の状況に関する分析・検討内容 経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。,0
・2020年11月から、キリンビール滋賀工場、キリンビバレッジ滋賀工場において、1秒あたり約5万点におよぶ商品の製造に関わる生産データを蓄積・分析するIoT基盤の試験運用を開始しました。,0
" ＜内装業＞内装業におきましては、株式会社近創で前年に大口工事受注があった反動により、売上高は3,324百万円（前期比24.",0
 ４．正常債権 正常債権とは、債務者の財政状態及び経営成績に特に問題がないものとして、上記１から３までに掲げる債権以外のものに区分される債権をいう。,0
 ① 経営成績等の状況の概要当連結会計年度におけるわが国経済は、緩やかな回復基調であるものの、米国の通商政策により懸念される貿易摩擦の影響や英国のＥＵ離脱問題など海外の政治・経済動向の不確実性の影響などにより、景気の先行きについては不透明な状況が続いております。,1
 ①財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、海外経済の不確実性が継続するなど先行き不透明な状況が続いたものの、雇用環境や企業収益の改善により緩やかな景気回復基調で推移しました。,1
詳細は、「第５ 経理の状況 １[連結財務諸表等] （1）[連結財務諸表] [注記事項] （会計方針の変更）および（セグメント情報等）」に記載のとおりです。,0
なおコンピューター関連商品の減収の影響はあったものの、付加価値の高いＩＤカードの増収などにより、営業利益は６億円増加し、８億円となりました。,0
また、当社および子会社は、主に税務上の繰越欠損金にかかる一部の繰延税金資産について、期限が切れる前に使用できることが不確実なため、評価性引当金を計上しています。,1
  上記の全社一丸となって目指すゴールを共有し、不確実な時代の中で持続的な成長を実現し、企業価値を向上させていくため以下の課題に取り組んでいきます。,1
一方、東南アジア各国政府によるロックダウンなどの新型コロナウイルス感染拡大防止策による景気悪化や営業活動が禁止されていたこと、長期にわたる訴訟やその影響、ミャンマーにおける政変による不確実性などに伴って、Digital Finance事業が大幅減となりました。,1
また、新型コロナウイルス感染症による経済への影響については不確実性が高く、今後の状況の変化によっては、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。,1
一方で、海外経済の不確実性や金融資本市場の変動などにより景気が下振れる懸念材料は依然として残っております。,1
また、同年12月に株式会社イヴコーポレーション及び株式会社アークマーケティングジャパンを子会社化いたしました。,0
 財政状態の分析（資産の部）当連結会計年度末の資産合計は312億７千万円と前期末の275億９千７百万円に比べ36億７千３百万円の増加となりました。,0
3％ 世界景気は、貿易問題の動向、中国を始めアジア新興国等の経済の先行き、また欧米での政策に関する不確実性の影響等により不透明な状況にあります。,1
当連結会計年度末現在、ハードの強化としては、「新鮮さ」と「快適さ」を提供するため、「ニモ＆フレンズ・シーライダー」の導入や「タートル・トーク」のリニューアルなど、アトラクションを中心に各種施設の新規導入、リニューアルを推進しており、ほかにもＩＴの活用や海外ゲストを受け入れる体制の強化も進めております。,0
当企業グループの運転資金需要のうち主なものは、当企業グループ取扱商品・製品製造のための材料及び部材の購入の他、製造費、販売費及び一般管理費等の営業費用によるものであります。,0
（財務活動によるキャッシュ・フロー）財務活動による資金支出は、前連結会計年度に比べ20億20百万円（同＋53.,0
"3％ [営業利益]（単位：百万円、（ ）内は営業利益率） 2017年度2018年度増減増減率医療関連受託事業 5,601（10.",0
また、不良債権処理については、不良債権処理を進めた結果、貸倒償却引当費用は前連結会計年度比８億68百万円増加の12億89百万円となりました。,0
" 当第３四半期連結会計期間末における負債は、賞与引当金が417百万円減少しましたが、電子記録債務が421百万円増加したことなどにより、21,099百万円（前連結会計年度末比259百万円増）となりました。",0
 ①財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、企業収益や雇用・所得環境の改善が継続する中、国内景気は緩やかな回復基調が続いており、また海外経済においても足元は回復基調にありますが、米国の通商・金融政策や新興国の政治・経済に関する不確実性など先行きは依然として不透明な状況にあります。,1
 ①財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、企業収益や雇用環境が改善するなど回復基調にあるものの、海外経済の不確実性や地政学的リスクの高まりが懸念される等、依然として先行き不透明な状況で推移しました。,1
① 財政状態及び経営成績の状況当事業年度におけるわが国経済は、米中貿易摩擦や英国のＥＵ離脱を巡る展開等の地政学的リスク等により不確実性が高まり、海外経済の減速の影響が続くものの、国内需要への波及は限定的となり、基調としては緩やかな回復基調で推移しました。,1
 わが国経済においても、企業収益や雇用・所得環境の改善などを背景に緩やかな回復基調を辿りましたが、海外経済の不確実性や混迷を続ける国内政局への懸念が燻るなか、不透明な先行きに対する警戒感を内包しつつ推移いたしました。,1
①財政状態及び経営成績の状況当事業年度のわが国経済は、海外経済の不確実性や金融資本市場の変動の影響が懸念されるなど、依然として景気の先行きは不透明ではあるものの、雇用・所得環境の改善が続くなかで、各種政策の効果もあって、緩やかな回復が続くことが期待されております。,1
従いまして、当連結会計年度の末日現在において、継続企業の前提に関する重要な不確実性は認められないものと判断しております。,1
"費用は支払利息3,884百万円、製品補償費2,312百万円、為替差損1,642百万円、訴訟関連費用1,491百万円などにより12,773百万円となり、前連結会計年度に比べ1,537百万円の増加となりました。",0
３【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】業績等の概要(１) 業績 当連結会計年度（2018年10月１日～2019年９月30日）における我が国の経済は雇用・所得環境の改善が続き、ゆるやかな回復基調にあるものの、海外においては米中貿易摩擦の激化や中東情勢の悪化、英国のEU離脱問題等、不確実な経済情勢の影響が懸念されております。,1
  ① 財政状態及び経営成績の状況当連結会計年度におけるわが国経済は、雇用情勢の改善など緩やかな回復基調で推移しましたが、海外経済の不確実性の高まりから株式・為替市況が不安定となり、景気の先行きは依然として不透明な状況が続いています。,1
しかしながら、通商問題の動向が世界経済に与える影響や、海外経済の不確実性などのリスクも多く、先行きは不透明な状況となっております。,1
今後の現金及び預金の残高推移については、株式市場等からの資金調達やライセンスアウトによる契約一時金収入・マイルストン収入の獲得が実施されるまでの期間において、主に研究開発費用及び研究機器等の購入に伴う支出により減少する傾向にあります。,0
 「舗装資材製造販売事業」当連結会計年度の業績につきましては、製品需要の停滞が続くなかで、前年まで売上高を押し上げていた被災地における廃材受入れが一段落したこともあり、売上高は249億87百万円（前連結会計年度比2.,0
  (当社グループの四半期業績の特性について)当社グループは不燃建材の製造、販売と共に建設・建材関連工事及び工業製品・エンジニアリング関連工事の設計、施工を主な事業としており、それら工事部門の売上高は全売上高のおおよそ４割を占めております。,0
"また、親会社株主に帰属する当期純損失は、特別損失として減損損失を計上したことにより4,243百万円（前年同期は466百万円の親会社株主に帰属する当期純利益）となりました。",0
  ① 財政状態及び経営成績の状況当連結会計年度（平成29年10月１日から平成30年９月30日まで）におけるわが国経済は、依然、海外経済の不確実性からくる影響に留意しつつも、好調な企業業績や雇用・所得環境の改善傾向を背景に、緩やかな回復基調の中で推移いたしました。,1
一方、主要国をめぐる不安定な海外情勢等による景気の不確実性の高まりから、実態経済の先行きは依然として不透明な状況となっています。,1
回収可能価額の算定にあたっては、外部の情報源に基づく情報等を含む、決算時点で入手可能な情報や資料に基づき合理的に判断しておりますが、新型コロナウイルスの影響により、店舗休業や外出自粛などが想定以上に長期化した場合など、将来の不確実な経済条件の変動等により、利益計画の見直しが必要となった場合、翌連結会計年度以降の連結財務諸表において追加の減損損失が発生する可能性があります。,1
当社グループの事業領域にかかわる住宅不動産業界におきましては、貸家の新設住宅着工戸数が前年より減少したものの、持家・分譲住宅が前年の水準を上回り、全体でほぼ前年同様となりました。,0
" しかしながら、財務面において、当連結会計年度末において、954,867千円の現金及び現金同等物を有しており、当面の事業資金を確保していること、また、当社グループはこのような事象又は状況を解消・改善するため、以下の対応策を講じることにより、継続企業の前提に関する重要な不確実性は認められないものと判断しております。",1
  ③ 生産、受注及び販売の状況1) 生産実績当連結会計年度のセグメントごとの生産実績は、次のとおりであります。,0
 しかし、これらの対応策の実現可能性は、市場の状況、需要動向、他社との競合等の影響による成果を負っており、新株予約権者や投資家のご意向や事業計画の達成如何にも左右されるため、現時点では継続企業の前提に関する重要な不確実性が認められます。,1
"2％減）となりましたが、営業利益の増加により、前連結会計年度と比較し356百万円増加の1,911百万円（前年同期比22.",0
ａ．収益の認識 当社での売上計上基準は、商品売上については「出荷基準」、受託開発やコンサルティングサービス等の売上については「検収基準」としております。,0
 (e）戦略的現状と見通し当社グループを取り巻く経営環境は、地政学的リスク、新興国経済の動向、金融市場の変動など、依然として先行きに不確実性が見られるなか、当社が事業展開しているアジア各国におきましては、COVID-19の影響が収束に向かえば内需主導の成長に戻るものと想定しております。,1
" （営業成績）業種別当連結会計年度自 平成29年４月１日至 平成30年３月31日営業収益（千円）対前年増減率（％）タクシー事業111,353△13.",0
(1) 財政状態及び経営成績の状況当第１四半期連結累計期間におけるわが国経済は、新型コロナウイルス感染拡大の影響や、米中問題の動向や先行き、政策に関する不確実性などが世界経済に与える影響により、依然として不透明な状況で推移しております。,1
以上の結果、当連結会計年度の経常利益は、前連結会計年度比45億８百万円減少して、96億98百万円となりました。,0
偶発負債は、その特性から不確実なものであり複雑な判断や可能性に基づいております。,1
しかし、2021年春頃から「ウッドショック」と呼ばれる世界的な木材不足と価格の高騰が生じており、建築資材の高騰や供給不安など、先行きについては不確実性が継続しております。,1
一方、米中間の通商問題の動向が世界経済に与える影響や海外経済の不確実性の高まりなど、先行きは依然として不透明な状況が続いております。,1
一方、米国の保護主義的な通商政策による貿易摩擦、中国経済の減速懸念等、海外情勢の不確実性により先行きは不透明な状況が続いております。,1
その作成において見積が必要となる事項につきましては、過去の実績やその時点で合理的と考えられる情報に基づき会計上の見積を行っておりますが、見積には不確実性が伴うため、実際の結果とは異なる場合があります。,1
これは主にソリューションの構築を通じた顧客基盤の拡大、及び既存顧客における業務導入本格化に伴う機体販売の増加によるものであります。,0
また、当社グループの新たな収益源の多様化並びに継続的な成長・拡大を図るため、新規事業の開発やＭ＆Ａによる投資も行ってまいります。,0
死亡率前提設定において将来の死亡率の改善を反映しておりますが、最良推計以上に死亡率が改善することにより、価値の不確実性が存在しております。,1
ワクチン接種が開始されましたが、新型コロナウィルス変異株の流行や、感染者数の再拡大がみられる地域などにおける緊急事態宣言等の再発令等により、新型コロナウィルス感染症が、社会及び経済活動に対して及ぼす影響が不確実かつ不透明な状況が続いております。,1
" 特別損失は、関係会社整理損失引当金繰入額及び災害による損失等により、前期に比べ1,041百万円増加の1,087百万円となった。",0
 （負債）当連結会計年度末における流動負債の残高は61億34百万円（前連結会計年度末は59億53百万円）であり、前連結会計年度末より１億81百万円の増加となりました。,0
② 次期見通しについて今後の経済動向につきましては、各種政策の効果等により景気持ち直しの動きが期待されるものの、新型コロナウイルス感染症が内外経済を下振れさせるリスクがあるほか、海外経済の不確実性や金融資本市場の変動の影響等に留意を要する状況が続くものと思われます。,1
"また、売上収益が383,535百万円増加、営業利益が4,654百万円減少、親会社の所有者に帰属する当期利益が617百万円減少しています。",0
これら引当金の測定において使用される仮定は、将来の不確実な経済条件の変動によって影響を受ける可能性があり、将来にわたり、引当金の測定額に重要な影響を及ぼす可能性があります。,1
 (1)経営成績の分析当第３四半期連結累計期間における我が国経済は、消費税増税による消費の低迷や、米中貿易摩擦問題をはじめとする海外政治・経済情勢の不確実性等による影響が懸念されるなど、先行きについては不透明な状況となっております。,1
 ①経営成績当連結会計年度（自2019年１月１日 至2019年12月31日）におけるわが国経済は、雇用・所得環境の改善や企業収益の向上を背景に、緩やかな回復基調で推移したものの、米中間の通商問題や中国経済の減速など、世界経済の不確実性の影響もあり、先行きは不透明な状況であります。,1
 イ．生産実績 当社グループのシステムソリューション事業及びWebソリューション事業における主たる業務は、システムの導入、Webサイトの制作、及びそれらの導入後におけるサポート等であります。,0
