text,label
製薬企業向けの検査では、再生医療市場での遺伝子検査の認知度の高まりにより、遺伝子検出試薬（マイコプラズマ遺伝子検出キット「Myco Finder®」、腸管系病原菌遺伝子検出試薬キット ※株式会社島津製作所 等）の売上高が前年同期に比べ３割増加しました。,0
 (1) 経営成績の状況 当第３四半期連結累計期間におけるわが国経済は、雇用情勢や所得環境の改善が続き、緩やかな回復基調となりましたが、米中貿易摩擦の影響等による海外情勢の不確実性や、新型コロナウイルス感染拡大による経済活動の停滞等により、先行きが非常に不透明な状況となっております。,1
 ３ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】 (1) 経営成績等の状況の概要当連結会計年度における当社グループ（当社及び連結子会社）の財政状態、経営成績及びキャッシュ・フロー（以下「経営成績等」という。,0
①財政状態及び経営成績の状況当連結会計年度におけるわが国経済は、企業収益や雇用・所得環境の改善が続く中、景気は緩やかな回復基調で推移しておりますが、通商問題をはじめ海外経済の不確実性や金融資本市場の変動の影響等から、景気を下押しする不安要因もあり、依然として先行き不透明な状況で推移いたしました。,1
 ① 財政状態及び経営成績の状況当連結会計年度におけるわが国経済は、各種経済政策を背景に企業収益の改善や個人消費の持ち直し及び雇用情勢の改善など回復基調で推移したものの、中東地域を巡る情勢が世界経済へ与える影響や海外経済の不確実性の存在など、先行きについては引き続き不透明な状況が続いております。,1
 したがって、当社グループには、継続企業の前提に関する重要な不確実性は認められないと判断しております。,1
従いまして、当第１四半期会計期間末において、継続企業の前提に関する重要な不確実性は認められないものと判断しております。,1
"6％）と6年連続で前年実績を上回りましたが、このうち地上波テレビ関連の広告費は1兆8,178億円（前年比98.",0
それ以外の残高の945億円については、様々な税務当局との合意の時期の不確実性により、その解決時期を合理的に見積もることはできません。,1
当初想定した環境・条件等が大きく変動し予期せぬ損害の発生が見込まれる場合には、責任準備金等の必要額が変動する可能性があります。,0
さらに、年度末にかけては英国のEU離脱問題への不確実性が高まったことやECB（欧州中央銀行）が利上げ見通しを先送りしたことで、引き続きユーロ円相場の上値は重く、2019年３月末は１ユーロ＝124.,1
 ①経営成績の状況 当連結会計年度（2018年３月１日～2019年２月28日）におけるわが国経済は、雇用・所得環境の改善を背景に緩やかな回復基調が続いているものの、小売業界におきましては、業態を超えた競争環境の激化や消費者の低価格志向の継続、店舗や物流における人手不足等の影響もあり、厳しい経営環境が続いております。,0
短期運転資金は自己資金及び金融機関からの短期借入を基本としており、設備投資や長期運転資金の調達につきましては、金融機関からの長期借入を基本としております。,0
 ①経営成績の状況当連結会計年度におけるわが国経済情勢は、雇用環境の改善や個人消費の持ち直しの動きがみられたものの、米中貿易摩擦や流動的なユーロ圏経済の影響等から、国際経済の不確実性や金融市場の変動が引き続き懸念されるなど、先行きは依然として不透明な状況で推移しました。,1
 (1) 財政状態及び経営成績の状況に関する認識及び分析・検討内容当事業年度（2020年10月１日～2021年９月30日）における我が国経済において、2021年９月に発表された日銀短観では大企業・製造業の景況感は改善しているものの、米中貿易摩擦を背景とした海外経済の不確実性に加え、新型コロナウイルス感染症の拡大により依然として先行き不透明な状況が続いております。,1
日本経済につきましても、通商問題等による世界経済の不確実性の高まりから景気減速懸念が強まり、企業収益の改善に足踏みが見られるなど安定感を欠く状況が続いております。,1
"0％)増の20,754百万円となりましたが、営業利益は事業拡大に伴う諸経費の増加、乗務員確保のための人件費増加、燃料価格の高騰等により、前年同期比254百万円（△39.",0
  ①財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、海外経済の不確実性や金融市場の変動の影響に留意する必要があるものの、企業収益や雇用・所得環境の改善を背景に、設備投資、個人消費の持ち直しが見られるなど、景気は緩やかな回復基調が続きました。,1
 ①経営成績の状況 当連結会計年度における世界経済は、アジアの新興国等の経済動向や地政学的リスク、欧米の政策動向など海外の政治・経済の不確実性が高まるなか不透明な状況で推移いたしました。,1
３【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】業績等の概要(1）業績当事業年度（平成29年７月１日から平成30年６月30日）におけるわが国経済は、政府の経済政策や金融政策により企業の収益回復や雇用・所得環境の改善傾向が続くなかで、景気は緩やかな回復基調で推移いたしました。,0
（１）財政状態及び経営成績の状況当第３四半期連結累計期間（2020年12月１日から2021年８月31日）におけるわが国経済は、中国と米国との間での貿易摩擦や、英国のＥＵ離脱等による不確実性が増している国際情勢の中、政府による経済対策や金融政策を背景に緩やかな回復基調にあったものの、消費税引き上げ後の消費者の購買意欲の冷え込み等により、景気は大幅に下押しされている厳しい状況にあります。,1
（１）経営成績の分析当第１四半期連結累計期間におけるわが国経済は、企業収益や雇用情勢の改善により景気は緩やかな回復基調で始まりましたが、一方で、米中貿易摩擦の長期化や緊迫した中東情勢等不確実な海外情勢の動向に加え、今般の新型コロナウイルス感染症の世界的な感染拡大により、世界経済全体では悪化が避けられない状況となっております。,1
 財政状態、経営成績及びキャッシュ・フローの状況の分析 文中における将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。,0
 SaaS事業 SaaS事業におきましては、ソーシャルメディア分析ツール「Insight Intelligence」、及び不適切投稿監視サービス「Social Monitor」などのサービスを提供しており、継続案件を中心に堅調に推移しました。,0
また、地政学的リスクをはじめ原材料価格の高騰や急激な円安進行など、不確実性がますます高まっている状況にあります。,1
これは主に、卸売事業及びスポーツ事業の撤退による影響であり、現金及び預金が10億50百万円増加、受取手形及び売掛金が14億24百万円減少、電子記録債権が１億65百万円減少、商品及び製品が20億73百万円減少、有形固定資産が９億90百万円減少、敷金及び保証金が３億45百万円減少し、また関係会社株式の保有目的変更に伴い、投資有価証券が３億円増加したことによるものであります。,0
 （営業活動によるキャッシュ・フロー） 営業活動によるキャッシュ・フローは、93億35百万円のプラス（前期は76億12百万円のプラス）となりました。,0
当社グループの属する産業防災保安機器業界の動向といたしましては、いまだ米中貿易摩擦による不確実な動向はあるものの、主要顧客である国内・中国・台湾を中心とする東アジアの半導体業界の設備投資が堅調に推移いたしました。,1
今後も主力の交通誘導警備の積極的な営業展開、積極的な採用活動、警備業務全般及び情報収集等に万全を期してまいります。,0
"セグメントの名称受注高（千円）前年同期比（％）受注残高（千円）前年同期比（％）設備部門28,078,38815.",0
" 2019年３月期(予想)2019年３月期(実績)予想比増減増減率売上高16,500百万円17,631百万円1,131百万円6.",0
 当第１四半期連結累計期間におけるわが国経済は、ロシアのウクライナ侵攻や新型コロナウイルス変異株による不安定・不確実な状況が継続する中、原材料の不足、エネルギー価格の高騰、米国の金利上昇や急激な円安等による影響が不安視されております。,1
損害補償引当金は、地震リスク分析に基づく期待損失や過去の実績等の客観的データ及び保険契約の内容に基づき合理的な見積額を計上しておりますが、地震リスクの変動や保険内容の見直し等により見積額が変動するため、不確実性を伴っており、翌連結会計年度の連結財務諸表に影響を及ぼす可能性があります。,1
(注５) 2023年３月31日以降の年金および退職後給付制度への拠出額については、拠出の時期が不確実であり、利率、運用収益、法律およびその他の変動要因に依存するため、確定することはできません。,1
また、本年２月にはロシアによるウクライナ侵攻という地政学的リスクも顕在化し、さらなる資源価格の高騰など、当社を取り巻く環境の不確実性が高まりつつあります。,1
当社においては、契約期間１年で期間満了時に更新するコミットメントライン契約と、契約期間３年で2019年７月29日を期限とするコミットメントライン契約を締結している。,0
このような環境下、2017年度よりスタートした、中期経営計画『Design the Future 2020』は２年目を終え、これまで比較的順調に進展しております。,0
なお、当連結会計年度の前４連結会計年度及び当連結会計年度に係る現金及び現金同等物の期末残高の推移は以下のとおりであります。,0
・アキュートシナリオ：市場全体が流動性ストレス下にあることに加え、野村の信用リスクに過度なストレスを想定した場合において、無担保による資金調達、資産の売却をすることなく30日間適切な流動性を維持すること。,0
 ① 財政状態及び経営成績の状況 当事業年度におけるわが国経済は、政府の経済対策や日銀の金融政策の効果等により、企業収益や雇用・所得環境に改善傾向が続き、景気は緩やかな回復基調にありますが、海外経済の不確実性や金融資本市場の変動による影響が懸念され、不透明な状況が続きました。,1
 (2）財政状態、経営成績及びキャッシュ・フローの状況の分析 当社の連結財務諸表は、金融商品取引法第193条に基づき連結財務諸表規則により作成されており、財政状態及び経営成績に関する以下の分析を行っております。,0
これにより、前第99期事業年度が2017年1月1日から2018年3月31日まで15ヶ月の変則決算となったため、当期の事業報告においては業績に関する前期比増減の記載を省略しております。,0
今後もより多くのお客様のお買い物をサポートすることで、地域に密着した事業としての確立を目指していきます。,0
しかしながら、上記のすべての事業が計画通り実現するとは限らないため、現時点では継続企業の前提に関する重要な不確実性が認められます。,1
 ③当連結会計年度の財政状態の状況に関する認識及び分析・検討内容ａ．事業全体の状況に関する認識及び分析・検討内容当連結会計年度における財政状態の分析については、第２［事業の状況］、３［経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析］の「(1) 経営成績等の状況の概要」、「②財政状態の状況」に記載しています。,0
 当該財務活動による資金の獲得については、将来の不確実性に備えるため、当連結会計年度において実行した複数の金融機関からの借入れによる影響が大きく、今後は当該借入金の返済に伴い財務活動による資金は減少していく見込みです。,1
海運市況の変動等によりキャッシュ・フローが大幅に変動した場合、当該不確実性の判断に影響を及ぼす可能性があります。,1
" (a) 保険料等収入保険料等収入は、全期前納契約の減少等により、前連結会計年度に比べ8,054億円減少し、４兆2,364億円(前期比16.",0
当連結会計年度末の純資産は、前連結会計年度末と比較して７億87百万円増加し、38億94百万円となりました。,0
 ② 当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容当連結会計年度におけるわが国経済は、企業収益や雇用・所得環境の改善を背景に緩やかな回復基調となり ましたが、海外経済の先行きや政策に関する不確実性の影響、社会保障等に関する将来への不安もあり、消費環境は不透明な状況が続きました。,1
" 経営成績の分析当連結会計年度は、独自性のある製品の発売や営業力の強化を図るとともに、更なる成長に向けた技術研究や製品開発に注力したものの、売上高は前期比174百万円減少の91,291百万円となりました。",0
また、先行きについては、当面、海外経済の不確実性等のリスクがあるものの、雇用・所得環境の改善が続くなかで、緩やかな回復が続くことが期待されます。,1
 なお、当社グループの連結財務諸表の作成に際して採用している重要な会計方針は、「第５ 経理の状況 １ 連結財務諸表等 注記事項（連結財務諸表作成のための基本となる重要な事項）」に記載しております。,0
これにより、ＩＦＲＳで作成した連結財務諸表では、日本基準と比較し、売上収益が前連結会計年度において81百万円減少し、当連結会計年度において40百万円増加しております。,0
しかしながら、当連結会計年度も前連結会計年度におきましても、事業拡大による運転資本の増加により営業キャッシュ・フローがマイナスで推移しているため、営業キャッシュ・フローの黒字化が当面の課題であります。,0
また、米中貿易摩擦などによる国内外経済の不確実性の高まりに加え、新型コロナウイルス感染症の拡大に伴う影響が懸念されるなど、先行きについては不透明な状況が続いております。,1
"減損の兆候の把握や減損損失の認識の判断において用いた仮定は、実際のキャッシュ・フローとは異なる可能性 があり,その実現には不確実性があります。",1
" ②財政状態の分析（資産）当第３四半期連結会計期間末における資産は、前連結会計年度末と比較して290,017千円減少しました。",0
更には、Brexitや米中貿易摩擦等の不確実性の高いリスクに起因する予期せぬ売上減に対しても、固定費の削減に努め、本来の利益を出せる体質の構築に努めます。,1
これらの資金需要に対する資金財源は、手持資金、営業キャッシュ・フロー及び金融機関からの借入により必要とする資金を調達しております。,0
 (１）業績 当連結会計年度におけるわが国経済は、各種政策の効果、企業収益や雇用・所得環境の改善等を背景に、引き続き緩やかな回復基調が続いているものの、米中貿易摩擦の激化をはじめとする海外の政治、経済情勢の不確実性や地政学的リスクの継続等の影響が懸念されるなど、先行き不透明な状況で推移いたしました。,1
当社グループは、著しい投資価値の下落について、回復可能性がないと判断した場合、投資の減損損失を計上しております。,0
３【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】（１）経営成績等の状況の概要当連結会計年度における当社グループ（当社、連結子会社及び持分法適用会社）の財政状態、経営成績及びキャッシュ・フロー（以下「経営成績等」という。,0
ワクチン接種が開始されましたが、感染者数の再拡大がみられる地域などで緊急事態宣言等の再発令がされるなど、新型コロナウイルス感染症が社会および経済活動に及ぼす影響が不確実かつ不透明な状況が続いております。,1
しかしながら、海外では、米国の経済政策の変化、朝鮮半島やアラビア半島における情勢の緊迫等により、経済の不確実性が高まり、依然として先行き不透明な状況にあります。,1
 ⅳ）経営上の目標の達成状況について 当社グループは、経営指標として「売上総利益率」及び「売上高営業利益率」を主眼としており、利益重視の経営体質を目指しております。,0
同車向けのフレーム生産を担当する亀山製作所に係る情報は上記「ａ．事業全体の状況」に記載のとおりであります。,0
  ① 財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、雇用・所得環境の改善が続くなかで、各種政策の効果もあって、緩やかな 回復基調で推移いたしましたが、通商問題の動向が世界経済に与える影響や、中国経済の先行き、海外経済の動向と 政策に関する不確実性、金融資本市場の変動の影響に対する懸念などから、先行きは依然として不透明であります。,1
また、成長が続くＲＴＤ（低アルコール飲料）についても、高付加価値ＰＢ商品を中心に受注・売上が計画を大きく上回りました。,0
"固定資産が前連結会計年度末と比較して2,266百万円増加して5,614百万円となったのは、主として子会社の新規取得によりのれんが970百万円増加したこと、新規子会社が保有している投資有価証券が812百万円加わったことなどによるものであります。",0
将来キャッシュ・フローは、株式会社タマリ工業の経営者またはその子会社の経営者により承認された事業計画を基礎とし、将来の不確実性を考慮して見積っております。,1
当該有効求人倍率が2020年６月以降前年水準を下回る等、当社サービスへの影響が出ており、新型コロナウイルス感染症の影響により不確実性の高い事業環境となっております。,1
（繰延税金資産の回収可能性） 当社グループは、繰延税金資産について定期的に回収可能性を検討し、当該資産の回収が不確実と考えられる部分に対して評価性引当額を計上しております。,1
を２つの独立した上場会社とする方が分割コストの相当な削減に加え、それぞれの会社の安定的な財務体質の確保が可能となり、また、スピンオフのスキームの不確実性を大幅に低減することが可能だと判断しました。,1
しかしながら、リースキン事業の取引先である飲食店等の業況悪化の影響は大きく、前年同四半期比減収となりました。,0
一方、海外情勢の不確実性など先行き不透明な状況が続いています。,1
1) 財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、企業収益や雇用・所得環境の改善により緩やかな回復基調が続いておりますが、地政学的リスクや世界経済の不確実性により、先行き不透明な状況で推移しました。,1
しかしながら、中国経済の減速や通商問題の動向など海外経済の不確実性や金融資本市場の変動による影響も懸念され、先行き不透明な状況が続いております。,1
 また、当社グループは小売及びこれに付随する事業を行う単一セグメントであるため、セグメント別の記載を行っておりません。,0
 インターネット業界におきましては、インターネット広告市場がスマートフォン関連広告を中心とする広告支出の拡大に伴い、堅調に推移しております。,0
百貨店の既存店ベースでの店頭販売は、前年実績を上回り、当社グループの店頭販売シェアも改善したものの、閉店影響による売上減少をカバーするには至りませんでした。,0
一方、通商問題の動向が世界経済に与える影響や、中国経済の先行き、海外経済の動向と政策に関する不確実性、金融資本市場の変動の影響により、先行きは不透明な状況で推移しております。,1
また、平成30年３月のダイヤ改正において、東北新幹線「はやぶさ」と北陸新幹線「あさま」の増発により利便性を向上させたほか、中央線特急「スーパーあずさ」の車両を新型Ｅ353系へ統一するなど、快適性の向上を図りました。,0
 ①経営成績の状況当連結会計年度におけるわが国経済は、雇用や所得環境の改善が続くなかで、景気は緩やかな回復基調で推移しておりますが、輸出や生産の一部に弱さがみられ、海外経済の不確実性や金融資本市場の変動の影響などについては、不透明な状況が続いております。,1
" 種類期別国内業務部門国際業務部門相殺消去額(△)合計金額(百万円)金額(百万円)金額(百万円)金額(百万円)資金運用収支前連結会計年度22,0721,648―23,720当連結会計年度21,5361,439―22,976うち資金運用収益前連結会計年度22,4532,459△1524,897当連結会計年度21,8502,572△1024,412うち資金調達費用前連結会計年度381810△151,176当連結会計年度3131,132△101,435役務取引等収支前連結会計年度4,14169―4,210当連結会計年度4,19259―4,252うち役務取引等収益前連結会計年度6,931100―7,031当連結会計年度6,98896―7,085うち役務取引等費用前連結会計年度2,79031―2,821当連結会計年度2,79537―2,832その他業務収支前連結会計年度501△758―△257当連結会計年度29183―213うちその他業務収益前連結会計年度7,633799―8,432当連結会計年度6,7731,297―8,071うちその他業務費用前連結会計年度7,1311,558―8,689当連結会計年度6,7431,114―7,857 (注) １ 国内業務部門は当行及び国内に本店を有する連結子会社(以下、「国内連結子会社」という。",0
 （営業活動によるキャッシュ・フロー） 当連結会計年度における営業活動による資金の増加は、240億９千６百万円（前期比43億４千８百万円増加）となりました。,0
" これをセグメントごとに分析すると、当社グループの主力事業である化粧品事業及びコスメタリー事業の売上高がそれぞれ229,603百万円（同15.",0
(1）経営成績等の状況の概要① 経営成績の状況 当連結会計年度における世界経済は、米中貿易摩擦、英国のBrexitに伴う混乱、中東情勢等により一層将来の不確実性が増してきており、世界的に個人消費や企業設備投資等への影響が懸念されます。,1
  事業継続のための取り組み・運転資金の安定的確保・需要減少に応じた生産体制の構築（計画的減便・運休、社員の一時帰休等）・迅速に生産調整を行える弾力的な体制の構築・感染症拡大阻止への取り組み（組織的な全社員の健康管理、テレワークの実施等）・プロジェクト体制での収支改善・生産性向上の取り組み  また、これらの当社独自の対応策を実施することに加え、金融機関との緊密な連携関係を高めており、当面（今後１年間）の資金繰りには問題なく、継続企業の前提に関する重要な不確実性は認められないと判断しております。,1
 ① 財政状態および経営成績の状況当連結会計年度におけるわが国経済は緩やかな景気回復が持続し、景気拡大期間は戦後最長となったと見られるものの、第４四半期では海外経済の弱含みにより輸出が減速し、企業の生産活動にマイナスの影響が出始めております。,0
秋以降、災害の影響が徐々に収束し生産活動は緩やかに持ち直したものの、労働需給のひっ迫により人件費が高騰し、また海外においては米中貿易摩擦問題や米政権の運営不安、英国のEU離脱問題、さらには欧州及び中国経済の減速をはじめとする海外経済の不確実性に対する懸念から景気の先行きは不透明な状況が続いております。,1
 ① 財政状態及び経営成績の状況当連結会計年度における日本経済は、雇用・所得環境の改善が続くなか、各種政策の効果もあり緩やかな回復基調で推移したが、米国の政策動向、中国をはじめとするアジア新興国の景気動向等、海外経済の不確実性の高まりや金融資本市場の変動の影響が懸念される等、依然として先行き不透明な状況で推移した。,1
 ② 経営成績当連結会計年度におけるわが国経済は、企業収益の拡大を背景に、雇用・所得環境の改善がみられるなど、緩やかな回復基調にあるものの、相次ぐ自然災害や米中貿易摩擦の長期化、英国のEU離脱問題など世界経済の不確実性の高まりにより、依然として先行きは不透明な状況で推移いたしました。,1
わが国経済は、企業収益は堅調に推移し、雇用・所得環境も改善傾向にあるものの、世界情勢の不確実性もあり、予断を許さない状況が続いている。,1
 （１）財政状態及び経営成績の状況 当第３四半期連結累計期間における世界経済環境は、ワクチン接種の広まりとともに経済活動は回復傾向にありますが、オミクロン変異株の発生により再び新型コロナ感染が拡大し、海上輸送におけるコンテナ不足、半導体を中心とした電子部品の不足などサプライチェーン問題の長期化、インフレ圧力の高まりから、先行きの不確実性が急激に高まっております。,1
新型コロナウイルス感染症に伴い、アジア新興国を始めとする諸外国の経済動向、金融資本市場の変動等、世界経済に与える影響は依然不透明であり、不確実性は高く、国内外の先行き景気には留意する必要があります。,1
"③ 国内・国際業務部門別預金残高の状況○ 預金の種類別残高（末残） 種類期別国内業務部門国際業務部門相殺消去額(△)合計金額（百万円）金額（百万円）金額（百万円）金額（百万円）預金合計前第３四半期連結会計期間4,696,38916,114－4,712,503当第３四半期連結会計期間4,989,96917,087－5,007,057うち流動性預金前第３四半期連結会計期間2,786,472－－2,786,472当第３四半期連結会計期間3,185,029－－3,185,029うち定期性預金前第３四半期連結会計期間1,892,607－－1,892,607当第３四半期連結会計期間1,794,645－－1,794,645うちその他前第３四半期連結会計期間17,30816,114－33,423当第３四半期連結会計期間10,29417,087－27,382譲渡性預金前第３四半期連結会計期間16,000－－16,000当第３四半期連結会計期間40,000－－40,000総合計前第３四半期連結会計期間4,712,38916,114－4,728,503当第３四半期連結会計期間5,029,96917,087－5,047,057  （注）１．「国内業務部門」は当行及び連結子会社の円建取引、「国際業務部門」は当行の外貨建取引であります。",0
＜その他の事業＞当連結会計年度末のセグメント資産は、不動産の売却等により前期比３億97百万円減少の74億80百万円となりました。,0
課外体育指導の会員数は値上げの影響により減少しており、値上げに見合ったサービスができなかったものと受け止めております。,0
"当連結会計年度における売上高は、原油及び天然ガスの販売価格の上昇並びに天然ガスの販売数量が増加したことなどにより、219,566百万円と前連結会計年度に比べ20,060百万円の増収（＋10.",0
 ３ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】当連結会計年度における当社グループ（当社、連結子会社及び持分法適用会社)の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。,0
 (2) 経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は以下のとおりであります。,0
ⅱ) その他製品鉄道用セミアクティブシステム及び緩衝器を主とするその他製品の売上高は83億円と前連結会計年度に比べ2.,0
   ③経営者の問題認識と今後の方針について 今後の経済情勢につきましては、新型コロナウイルス感染症が国内外の経済活動に大きく影響することが長期化すると思われ、政府・地方自治体等による様々な対策が実施される中にあっても不確実性は高く、経済情勢の先行きは非常に厳しい環境が続くものと思われます。,1
 ① 財政状態及び経営成績の状況 当連結会計年度におけるわが国経済は、雇用や所得環境の改善が続くなかで、景気は緩やかに回復しているものの、地政学的リスクによる海外経済の不確実性や金融資本市場の変動影響など、先行きは不透明な状況が続いています。,1
" 支払手形及び買掛金の減少（18,603百万円から11,808百万円へ6,794百万円減）、未払金の増加（7,280百万円から10,372百万円へ3,091百万円増）が大きく、支払手形及び買掛金の減少の原因の主なものは、原材料等の仕入が減少したことによるものであります。",0
