text,label
 ａ．経営成績 当期におけるわが国経済は、企業収益や雇用・所得環境の改善により緩やかな回復基調で推移しましたが、海外経済の不確実性や米国の政策動向などの影響により先行き不透明な状況で推移しました。,1
当第３四半期連結累計期間の売上高につきましては、メンタリティマネジメント事業および就業障がい者支援事業が伸長し、増収となりました。,0
 防災関連は、消防用ホースの年度初めの物件数が少なく、大口径送水ホースも需要の一巡やメンテナンス物件などの先送りもあり、売上はやや増加したものの損益面では減益となりました。,0
"これは、支払手形及び営業未払金は1,116百万円増加した一方、その他の流動負債が2,413百万円減少したこと等によるものです。",0
" ④当連結会計年度の財政状態の分析ａ．資産の部当連結会計年度末における総資産は、前連結会計年度と比べて965,892千円増加し、4,713,827千円となりました。",0
4%増）営業損益351億円( 同 7億円悪化） エンタープライズ事業の売上収益は、製造業向け、流通・サービス業向け、金融業向けいずれも増加したことなどにより、前連結会計年度に比べ263億円（6.,0
" （投資活動によるキャッシュ・フロー） 当連結会計年度における投資活動によるキャッシュ・フローは、有形固定資産の取得による支出1,271,298千円、補助金の受取による収入820,518千円、建設協力金の支払による支出40,000千円、差入保証金の差入による支出33,304千円等により552,742千円の支出（前期は42,123千円の支出）となりました。",0
 ３ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(経営成績等の状況の概要)(1) 経営成績の状況当連結会計年度（平成29年10月１日～平成30年９月30日）におけるわが国経済は、緩やかな景気回復が続いてまいりましたが、一方で通商問題の動向等を含め、海外経済の不確実性等に留意が必要な状況となってまいりました。,1
一方で、米中貿易摩擦や英国のＥＵ離脱等、海外の政治経済の不確実性が懸念されるなど、景気の先行きについては不透明な状況が続いております。,1
一方で、企業の業況判断はおおむね横ばいとなっており、中国をはじめとするアジア新興国等の経済の先行きや政策に関する不確実性、通商問題の動向や金融資本市場の変動、また本年７月の豪雨や９月の北海道胆振東部地震の経済に与える影響など、依然として不透明な状況にあります。,1
" （投資活動によるキャッシュ・フロー） 投資活動により使用した資金は、1,043百万円（前年同期比534百万円減、33.",0
① 財政状態及び経営成績の状況 当連結会計年度における我が国経済は、雇用・所得政策の改善が続き緩やかな回復基調をベースに推移いたしましたが、中国を中心とする海外経済の不確実性、消費税率の引上げによる景気先行きの不透明感、消費者物価の緩やかな上昇などの影響を受け、個人消費は持ち直しているものの消費マインドは弱含みの状況で推移いたしました。,1
一方で、半導体をはじめとする部材の供給不足や原油などの資源価格の上昇に加え、感染力の強い新たな変異株の感染再拡大が懸念されるなど依然として不確実性が高い状況にあります。,1
安全衛生・品質管理への徹底した取り組みは、業務の生産性を維持・向上させ、顧客企業との信頼関係強化につながり、経営成績にプラスの影響を与える要因となります。,0
"一方、「役務取引等費用」は、前年度と比べ国内業務部門で246百万円、国際業務部門では５百万円のそれぞれ増加となりましたので合計では252百万円増加の9,059百万円となりました。",0
当社では、債務超過の解消を目的として、2021年２月18日開催の臨時株主総会決議を経た上で、当社の親会社である株式会社コロワイドに対する優先株式（30億円）の発行を予定しており、当該優先株式の払込が完了した際には債務超過を解消する見込であることから、継続企業の前提に関する重要な不確実性は認められないと判断しております。,1
繰延税金資産の回収可能性は各社、各納税主体で実績情報とともに不確実性を考慮し、肯定的及び否定的証拠を適切に検討することにより定期的に評価しております。,1
しかしながら、中国をはじめとするアジア新興国経済の成長鈍化、米国政権の政策動向及び北朝鮮情勢を巡る地政学的リスクの高まりなどを背景とする海外経済の不確実性や、海外景気に対する不透明感は払拭できず、また、国内における個人消費は持ち直しの動きが見られるものの本格的な回復には至っておらず、景気の先行きは依然として不透明な状況が続いております。,1
 平成29年３月期の特別利益は、投資有価証券売却益など、また特別損失は貸倒引当金繰入額などによるものです。,0
当社グループが営む銀行業務以外の事業については重要性が乏しいことから、セグメント情報の記載を省略しております。,0
"一方で当初計画通り第３四半期にはAIFLATの引き渡しを行わなかったため、売上高2,994,125千円（前年同期比776,286千円増（35.",0
 当連結会計年度の研究開発費は554億38百万円であり、翌連結会計年度は約630億円を計画しております。,0
先行きにつきましては、不確実性が高いものの、感染症の影響が徐々に和らいでいくもとで、外需の回復や政府の経済対策の効果にも支えられ、緩やかながらも改善基調を辿ると予想されます。,1
また、上記仮定の不確実性は高く、新型コロナウイルス感染症の感染状況や経済環境への影響が変化した場合には、翌年度の連結財務諸表において貸倒引当金が増減する可能性があります。,1
その作成には、経営者による会計方針の選択・適用、決算日における財政状態及び経営成績に影響を与えるような経営者の会計上の見積りを必要とします。,0
なお、連結財務諸表作成のための重要な会計基準等は、「第５ 経理の状況 １ 連結財務諸表等 注記事項（連結財務諸表作成のための基本となる重要な事項）」をご参照ください。,0
当警備業界におきましては、新型コロナウイルスの発生・拡大を受け、経営環境の不確定要因が拡大しつつありますが、常駐警備への需要は根強いものがあります。,1
このような状況の中、当社グループは中期３ヶ年経営計画の２年目を迎え、そのビジョンに掲げる「日本一生き生きとした百貨店」の実現に向け、各種営業施策について、取り組みを一層強化してまいりました。,0
ロンドン金属取引所(ＬＭＥ)におけるニッケル価格は、世界的な貿易制限等の影響及び不安定な原油等商品市況等、また、感染症の長期化懸念に伴う景気回復持続に不確実性もあり、先行きには不透明感が見られております。,1
わが国経済においても、海外経済の動向に関する不確実性はありましたが、輸出の持ち直しや内需の下支えもあり、引き続き堅調さを維持いたしました。,1
）は、不確実性の大きい経営環境にあっても、これに柔軟かつ機動的に対応することによって事業活動への影響を低減するとともに、最終年度を迎える「中期経営計画」（2020年3月期～2022年3月期）のコンセプトに掲げた『変革に挑戦し、「企業価値の増大と社会への還元」を目指した経営の実践』に則り、当計画の基本方針である①安定的な売上高確保への取組み強化、②安定的な利益確保への取組み強化、③働き方改革を強化するとともに人材の確保・育成システム充実への取組み強化、④「健全な財務体質」、「将来の成長戦略投資に必要な内部留保の確保」を総合的に勘案した株主還元、⑤コーポレート・ガバナンスの更なる充実への取組みを着実に実施してまいります。,1
これに対して、緩やかな物価上昇による実質賃金の減少が景気抑制要因となっていることや、国際情勢の混乱による海外経済の不確実性等が下振れリスクとして残りました。,1
しかしながら、今後の影響には不確定要素が多く、翌連結会計年度以降の当社グループの財政状態、経営成績等に影響を与える可能性があります。,1
"（固定資産）当第３四半期会計期間末における固定資産の残高は、1,341億99百万円（前事業年度末比10億98百万円減）となりました。",0
 財務活動によるキャッシュ・フローについて設備工事業に関する運転資金は従来300億円程度を想定していたが、新型コロナウイルス感染症のまん延など不確実性の増大に備えるため、足元では厚めの手元流動性を確保している。,1
ワクチン普及に伴い活動制限の緩和が進み、景気回復が期待されたものの、感染力の強い新たな変異株の急速な拡大により、依然として予断を許さない状況が続いており、経済の不確実性は高く、先行きについて不透明な状況が続いております。,1
 このような環境の中、当社グループは、社長を対策本部長とする「新型コロナウイルス感染症対策本部」を設置し、全社的な対応方針の決定や具体的な施策の実行により、従業員とその家族、来院する飼い主の安全確保、感染拡大防止に最優先に取り組んでまいりました。,0
3％エレクトロニクス５分野合計100％100％ 地域別の生産状況 以下の表は、エレクトロニクス５分野合計の年間全生産高の自社生産高及び社外への生産委託による生産高の内訳、ならびに年間自社生産高の地域別内訳を示したものです。,0
"一方、純資産の部は利益計上による株主資本の増加などにより前連結会計年度末に比べ1,207億円増加し1兆7,159億円となりました。",0
セグメント資産は、たな卸資産が44百万円増加したことにより、前連結会計年度末に比べ92百万円増加の557百万円となりました。,0
"  （Ⅰ）不動産開発事業当第１四半期連結累計期間におきまして、売上高7,940百万円（前年同四半期比18.",0
国立研究開発法人理化学研究所との電解水素水の効果の機序解明を目的とした共同研究では、その成果の一部が本年５月に第15回日本疲労学会総会・学術集会で発表され大きな反響を呼びました。,0
 （2）経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当行グループの経営成績等の状況に関する分析・検討内容は次のとおりであります。,0
 (1) 当期の経営成績の概況当第３四半期連結累計期間におけるわが国経済は、新型コロナウイルス感染症のワクチン接種が進み、経済活動は徐々に回復傾向を見せていましたが、初冬以降、感染力の強い変異株への感染が世界的に拡大しており、また、海外での急速な景気回復による全般的な品不足や価格高騰、これを受けた米国などでの金利上昇や為替相場の変動などの経済環境の変化が生じてきており、わが国経済の先行きも不確実性が高い状況となっています。,1
 (2）経営者の視点による経営成績等の状況に関する分析・検討内容 経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりである。,0
その主な要因は、１年内返済予定長期借入金の減少等により流動負債が374百万円減少し、退職給付に係る負債及び長期未払金の減少等により固定負債が354百万円減少したことによるものであります。,0
当社は、法人税等の不確実性に関する最終的な解決が将来の連結損益計算書へ重要な影響を及ぼすことはないと考えています。,1
２．2019年３月期より、「税効果会計に係る会計基準の適用指針」（企業会計基準適用指針第28号 2018年２月16日改正）を適用しております。,0
当連結会計年度は、国内事業においては、借上社宅管理事業や賃貸管理事業の管理戸数が堅調に増加したほか、福利厚生代行サービスの会員数が伸長し、福利厚生事業の業績が順調に推移したことなどが業績に寄与しました。,0
"③ 純資産の部当連結会計年度末の純資産は5,377,848千円であり、前連結会計年度末に比べ710,589千円増加しました。",0
 （２）経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識および分析・検討内容は次のとおりであります。,0
" （財務活動によるキャッシュ・フロー）当連結会計年度において、財務活動の結果得られた資金は485,700千円となりました（前年同期は208,277千円の収入）。",0
当社業績は、今後も感染症拡大の状況や各国規制による経済活動の再開タイミングなど不確定要素が多く、現時点ではその動向及び影響額について見極めることが非常に困難な状況となっています。,1
  ② 当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容（全般）当連結会計年度におけるわが国経済は、海外経済の不確実性の影響等リスクがあったものの、世界経済の緩やかな成長の中で輸出や生産の持ち直しが継続し、企業収益、雇用や所得環境が改善、内需の拡大へと繋がり、好循環が進展しました。,1
この連結財務諸表の作成にあたって、経営者は決算日に計上すべき資産・負債及び収益・費用の額に不確実性がある場合において、入手可能な情報に基づいて合理的な金額を見積る必要があります。,1
一方、英国のＥＵ離脱交渉の不確実性や米国通商政策の先行き不透明感などの懸念要素が継続し、景気の先行きは依然として不透明な状況が見込まれます。,1
一方世界経済においては、米国、欧州地域においても景気の回復が継続しましたが、中国等の新興国の成長の鈍化や英国のEU離脱問題、米国における政策動向による影響等、海外経済の不確実性から、依然としてわが国の景気が下押しされるリスクも存在する状況で推移しました。,1
 現在フラットパネル・有機ＥＬディスプレイ業界では、海外を中心に顧客の設備投資意欲は徐々に回復の兆しがありますが、新型コロナウイルス感染症の影響もあることから、引き続き不確定要素が存在しております。,1
本考察にはリスク、不確実性、仮定を伴う将来に関する記述を含んでいます。,1
 ①財政状態及び経営成績の状況 当期におけるわが国経済は、景気は緩やかな回復基調が続いているものの、先行きについては、海外経済の不確実性や、為替の変動影響に留意する必要があるなど、依然として見通せない状況で推移した。,1
しかしながら、国際的な通商問題や海外経済の不確実性等、先行きの不透明な状況が続いております。,1
（投資活動によるキャッシュ・フロー）投資活動の結果使用した資金は759百万円（前年度期末は290百万円の使用）となりました。,0
2018年11月に東京で開催されたJIMTOF 2018（第29回日本国際工作機械見本市）には、「高剛性の継承と発展、つながる未来」をテーマとして、金型、精密部品向けに高品位な加工を実現する新機種の立形マシニングセンタ VB53αを含む５機種（VM53R、VC-X350、MCH5000R、VP1200GC）を出展するとともに、ロボットによる省人化や「手軽さ」「導入しやすさ」をコンセプトに開発されたIoT製品など自動化・無人化に向けた提案を行い、多くの来場者にＯＫＫブランドをアピールしました。,0
8  (注) 自己資本比率：自己資本／総資産時価ベースの自己資本比率：株式時価総額／総資産キャッシュ・フロー対有利子負債比率：有利子負債／営業キャッシュ・フローインタレスト・カバレッジ・レシオ：営業キャッシュ・フロー／利払い１．各指標はいずれも連結ベースの財務数値により計算しております。,0
 その他、働き方改革を推進する中、業務効率の改善、ペーパーレスなど更なる省力化を目指し、クラウド会計システムなど社内システムの刷新を実施いたしました。,0
 1．成長への新たな仕掛けとして、 ・IoT、電動化、自動化、環境の成長セグメントでNSKコア製品を伸ばします。,0
一方、海外経済の不確実性の高まりや金融資本市場の変動の影響など、先行き不透明な状況で推移しました。,1
 ３ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要① 経営成績の状況 当連結会計年度（2019年１月１日から2019年12月31日）におけるわが国経済は、日本政府の諸政策を背景に企業収益や雇用・所得環境が改善し緩やかな回復基調で推移したものの、米国の通商政策に伴う海外経済の不確実性や中東地域における地政学的リスクの高まり、国際金融資本市場の変動など、先行き不透明な状況にあります。,1
大手SIerからの受託開発事業につきましては、かねてより官公庁をはじめとした得意分野への集中による採算性の向上を推進しておりますが、当期におきましては、金融分野の大型案件への参画にともない売上、利益ともに堅調に推移いたしました。,0
新型コロナウイルス感染症の収束時期は不確実であり予測が困難ですが、感染症拡大により減少した需要は、2021年以降に徐々に回復することを見込み、2021年12月期の業績予想は、2018年以降３期にわたり続いた減益に終止符を打ち、成長軌道への転換を目指しています。,1
(1) 経営成績当連結会計年度（2018年10月１日～2019年９月30日）におけるわが国経済は、企業収益や雇用情勢の改善が進み緩やかに回復しているものの、海外経済の不確実性などにより、景気の動向は不透明な状況で推移しました。,1
一方で、継続する米中間での貿易と技術に関する緊張関係の高まり、半導体やエネルギー資源の供給不足によるインフレ圧力などで、先行きには不確実性が伴っております。,1
これは、主に現金及び預金が14億14百万円、売上債権が16億10百万円、棚卸資産が６億71百万円それぞれ増加したことなどによるものです。,0
 ① 財政状態及び経営成績の状況当連結会計年度における我が国経済は、企業収益や雇用・所得環境の改善が進み、穏やかな回復基調にあるものの、海外の政治・経済の不確実性などから依然として不透明な状況で推移しました。,1
当連結会計年度末時点で、デリバリー導入店舗は「Uber Eats」との提携店舗と「マックデリバリー」実施店舗を合わせて496店舗となりました。,0
世界経済においても、海外経済の動向と政策に関する不確実性、金融資本市場の変動の影響に加え、新型コロナウイルスの世界的な感染拡大により、国内同様に景気減速が懸念され、先行きは不透明な状況が続いております。,1
76% ⅴ 有価証券関係損益 株式等損益で67億円を計上したものの、外国証券等の売却により国債等債券損益で138億円の損失を計上したため、2016年度比54億円減少して△71億円となりました。,0
一方、海外においては、ワクチンの普及と並行してコロナ禍への対策が進んだことにより、先進各国とも経済が回復基調にありますが、ウクライナ情勢に伴う地政学的リスクの急激な高まりや、エネルギー価格の高騰によるインフレ懸念、変異株の急拡大も相まって不確実性がいまだ高い状況にあります。,1
(財務活動によるキャッシュ・フロー)財務活動により使用した資金は、５億９千１百万円(前連結会計年度は７億６千６百万円の支出)となりました。,0
 (1)経営成績の状況当第２四半期連結累計期間におけるわが国経済は、新型コロナウイルス感染症に対するワクチン接種が推進される中にあって、依然として国民生活及び国内外経済において厳しい状況が続くと見込まれ、さらに下振れするリスクに十分留意する必要があり、金融経済財政政策に関する不確実性や金融資本市場の変動の影響に対する懸念などから、先行きは予断を許さない状況であります。,1
 (1) 経営成績の概況当第２四半期連結累計期間における我が国経済は、企業収益や雇用・所得環境の穏やかな回復が続く一方で、国内での消費増税の影響と世界経済の不確実性に加え、新型コロナウイルス感染症の拡大懸念により、先行きは不透明な状況となっております。,1
" （販売費及び一般管理費） 販売費及び一般管理費は、前連結会計年度の3,196百万円に対し、180百万円増（同5.",0
（イスラエル ハデラ市、CEO Ofir Hason、以下「サイバージム社」）とのサイバーセキュリティ分野における共同事業会社として2018年１月に設立した当社子会社Strategic Cyber Holdings LLC（米国デラウェア州、CEO 石原 紀彦、以下「SCH社」）の事業の進捗状況及び新型コロナウイルスの感染拡大の影響等による米国での当面の事業展開にかかる不確実性の高まりを踏まえ、SCH社の米国事業等の取扱い及び本共同事業の枠組みを見直すこととし、双方の収益・企業価値の最大化を目指し、SCH社が米国での事業展開のために保有するライセンス、設備及び独占権（以下「対象資産」）のサイバージム社への譲渡並びに日本国内での当社とサイバージム社の合弁会社の設立に向けた覚書を締結いたしました。,1
当社グループの運転資金需要の主なものは、工事の施工にともなう材料費・外注費等の営業費用であり、これらの支出は、回収した工事代金によっております。,0
 (1) 経営成績の状況当第２四半期累計期間における経済環境は、新型コロナウイルス感染症の沈静化に向けた兆しが見られた一方で、我が国を含む世界各国では感染が再拡大しており、依然として収束の目途はたっておらず、経済活動に今後も一定の制約が課されるおそれがあり、その不確実性に留意する必要があります。,1
）は、不確実性の大きい経営環境に、柔軟かつ機動的に対応することによって、事業活動への影響を低減することを図ってまいります。,1
 ④ 戦略的事業展開について戦略的事業展開については、「第２ 事業の状況 １．経営方針、経営環境及び対処すべき課題等 （２）経営環境及び対処すべき課題等」に記載しております。,0
"7％増）となり、法人税、住民税及び事業税並びに法人税等調整額の計上により、当期純利益は375,377千円（前事業年度比34.",0
米州以外の海外は、西欧が新製品を投入した刈払機やチェンソーが好調に推移して需要期に発生した猛暑の影響を補って販売数量は微増となりましたが、ロシア販売が大きく落ち込んだことなどにより減収となりました。,0
  ③生産、受注及び販売の状況(a）生産実績当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。,0
"  (3) キャッシュ・フローの状況当連結会計年度末における現金及び現金同等物の残高は、前連結会計年度末に比べて877,408千円増加し、1,823,694千円となりました。",0
③ たな卸資産 当社グループは、推定される将来需要及び市場状況に基づく時価の見積額との差額に相当するたな卸資産の収益性の低下額及び陳腐化の見積額について、評価減を計上しております。,0
 ⑤経営者の問題認識と今後の方針について 当社の経営陣は、現在の臨床検査薬業界における市場の動向や事業環境の変化及び資金調達環境など、日々変化する情報を可能な限り迅速に入手できる体制を整備し、最善の経営方針と意思決定を行えるように努めております。,0
 (1）財政状態及び経営成績の状況 ① 経営成績に関する説明 当第１四半期累計期間におけるわが国経済は、米中貿易摩擦問題の長期化や中東情勢の緊迫化などによる世界経済の下振れリスクによる景気動向の不確実性から、国内の企業業績にも改善に足踏みがみられ、依然として先行き不透明な状況が続いております。,1
先行きに関しましては、通商問題の動向が世界経済に与える影響や、海外経済の不確実性、金融資本市場の変動による影響等が懸念される状況にあります。,1
① 財政状態及び経営成績の状況当期におけるわが国の経済は、海外情勢の不確実性や、金融市場の変動の影響はあるものの、大手企業をはじめとする企業業績の改善や、設備投資の緩やかな増加を背景に、個人消費の持ち直しや雇用環境の改善の動きが続きました。,1
なお、当社は、IFRSの適用に当たり、会社の経常的な収益性を示す利益指標として、「コア営業利益」を導入し、経営成績を判断する際の重要指標と位置づけることとしております。,0
政府の各種経済対策等により一部には景気回復の基調が見られたものの、再度の感染拡大により依然として収束は見通せず、先行きの不透明感や不確実性はさらに高まっております。,1
一方で、貿易摩擦を背景とした通商問題の不確実性は世界経済や金融資本市場に悪影響を色濃く顕わし、先行きへの懸念は更に高まっています。,1
"②キャッシュ・フローの状況 当連結会計年度末における現金及び現金同等物は、前連結会計年度末に比べて7,441百万円減少し、29,299百万円となりました。",0
資金面につきましては、2016年12月に財務体質の強化を図るため、既存借入金のリファイナンス資金の調達を目的としたシンジケートローン契約を取引金融機関と締結しており、当事業年度における資金状況及び今後の資金繰りを検討した結果、当面は事業活動の継続性に懸念はなく、継続企業の前提に関する重要な不確実性は認められないものと判断しております。,1
 （退職後給付債務に関する会計処理の差異）日本基準においては、退職給付債務から年金資産の額を控除した額及び未認識数理計算上の差異を退職給付に係る負債に計上しておりますが、IFRSにおいては確定給付制度の再測定に伴う調整額を発生時にその他の包括利益で認識する方法を選択しております。,0
